v2q-001	0	pilot-v2-doc-ab-pmjay-0000-94c82a474579	0
v2q-001	0	pilot-v2-doc-ab-pmjay-0001-a632a7205efc	0
v2q-001	0	pilot-v2-doc-ab-pmjay-0003-1242266bb260	0
v2q-001	0	pilot-v2-doc-ab-pmjay-0004-2e5074722cd7	0
v2q-001	0	pilot-v2-doc-apy-0000-c43dd88d7899	0
v2q-001	0	pilot-v2-doc-apy-0001-add48d27a4a2	0
v2q-001	0	pilot-v2-doc-apy-0002-66a5cc4017fb	0
v2q-001	0	pilot-v2-doc-mgnrega-0000-7e6d80b47566	0
v2q-001	0	pilot-v2-doc-mgnrega-0001-5203a455caa6	0
v2q-001	0	pilot-v2-doc-pm-gkay-0000-c29b96f46a80	0
v2q-001	0	pilot-v2-doc-pm-janman-0001-0deee4377b38	0
v2q-001	0	pilot-v2-doc-pm-janman-0002-d0844e3327b6	0
v2q-001	0	pilot-v2-doc-pm-poshan-0000-7be831685336	0
v2q-001	0	pilot-v2-doc-pmay-g-0000-d4162175877d	2
v2q-001	0	pilot-v2-doc-pmay-g-0001-db2db8af1543	2
v2q-001	0	pilot-v2-doc-pmay-g-0002-e08c1e347071	1
v2q-001	0	pilot-v2-doc-pmay-g-0003-2769023a3f73	1
v2q-001	0	pilot-v2-doc-pmay-g-0004-f8ee90715c3f	1
v2q-001	0	pilot-v2-doc-pmay-g-0005-c6e2fcfefcd0	1
v2q-001	0	pilot-v2-doc-pmay-g-0006-d323213e3255	1
v2q-001	0	pilot-v2-doc-pmay-u-0000-0b5e95b2690a	0
v2q-001	0	pilot-v2-doc-pmay-u-0001-b64fadc4bf6b	0
v2q-001	0	pilot-v2-doc-pmuy-0001-5fd4d0cd2135	0
v2q-002	0	pilot-v2-doc-ab-pmjay-0001-a632a7205efc	0
v2q-002	0	pilot-v2-doc-ab-pmjay-0003-1242266bb260	0
v2q-002	0	pilot-v2-doc-apy-0000-c43dd88d7899	0
v2q-002	0	pilot-v2-doc-apy-0001-add48d27a4a2	0
v2q-002	0	pilot-v2-doc-apy-0002-66a5cc4017fb	0
v2q-002	0	pilot-v2-doc-apy-0003-68e7199c9d14	0
v2q-002	0	pilot-v2-doc-pm-gkay-0000-c29b96f46a80	0
v2q-002	0	pilot-v2-doc-pm-gkay-0001-ccd31e120258	0
v2q-002	0	pilot-v2-doc-pm-kisan-guidelines-0000-bbe94f08550e	0
v2q-002	0	pilot-v2-doc-pm-kisan-guidelines-0001-5ad8f250b7e2	0
v2q-002	0	pilot-v2-doc-pm-kisan-guidelines-0005-7d487843ff7f	0
v2q-002	0	pilot-v2-doc-pm-kisan-guidelines-0012-a77da98de388	0
v2q-002	0	pilot-v2-doc-pm-kmy-guidelines-0004-79b3bf95bb65	0
v2q-002	0	pilot-v2-doc-pm-kmy-guidelines-0006-2652020c834e	0
v2q-002	0	pilot-v2-doc-pmay-g-0001-db2db8af1543	0
v2q-002	0	pilot-v2-doc-pmegp-0001-f900b4f4f97a	0
v2q-002	0	pilot-v2-doc-pmegp-0002-f67d4c730011	0
v2q-002	0	pilot-v2-doc-pmfby-0000-d9ad07736d66	2
v2q-002	0	pilot-v2-doc-pmfby-0001-4270154049cc	1
v2q-002	0	pilot-v2-doc-pmfby-0002-5c46025b568d	1
v2q-002	0	pilot-v2-doc-pmfby-0003-5aa41e0f864d	1
v2q-002	0	pilot-v2-doc-pmfby-0004-25f813969307	1
v2q-002	0	pilot-v2-doc-pmfby-0005-981661f0b09d	1
v2q-002	0	pilot-v2-doc-pmkvy-stt-0001-ea2787dec4e8	0
v2q-002	0	pilot-v2-doc-pmsby-0000-0f297846df39	0
v2q-003	0	pilot-v2-doc-ab-pmjay-0000-94c82a474579	0
v2q-003	0	pilot-v2-doc-ab-pmjay-0001-a632a7205efc	0
v2q-003	0	pilot-v2-doc-ab-pmjay-0002-58c80bb24a6c	0
v2q-003	0	pilot-v2-doc-ab-pmjay-0003-1242266bb260	0
v2q-003	0	pilot-v2-doc-apy-0000-c43dd88d7899	0
v2q-003	0	pilot-v2-doc-mgnrega-0001-5203a455caa6	0
v2q-003	0	pilot-v2-doc-mgnrega-0002-bbbce5f319d4	0
v2q-003	0	pilot-v2-doc-pm-gkay-0000-c29b96f46a80	0
v2q-003	0	pilot-v2-doc-pm-kisan-guidelines-0000-bbe94f08550e	0
v2q-003	0	pilot-v2-doc-pm-kmy-guidelines-0016-4c964e587f94	0
v2q-003	0	pilot-v2-doc-pm-kmy-guidelines-0017-43ef720eda68	0
v2q-003	0	pilot-v2-doc-pm-kmy-guidelines-0020-27037b9fe8a1	0
v2q-003	0	pilot-v2-doc-pm-kmy-guidelines-0021-7ce201d9d183	0
v2q-003	0	pilot-v2-doc-pm-svanidhi-0001-e06d259b429d	0
v2q-003	0	pilot-v2-doc-pmegp-0003-43256e8e6645	0
v2q-003	0	pilot-v2-doc-pmfby-0000-d9ad07736d66	0
v2q-003	0	pilot-v2-doc-pmjdy-0000-8b241ec39723	2
v2q-003	0	pilot-v2-doc-pmjdy-0001-95c3d046d79a	2
v2q-003	0	pilot-v2-doc-pmjdy-0002-8b8c40538d6e	1
v2q-003	0	pilot-v2-doc-pmjjby-0000-47f7bb620cd4	0
v2q-003	0	pilot-v2-doc-pmkvy-rpl-0000-c98f315c1481	0
v2q-003	0	pilot-v2-doc-pmkvy-sp-0002-dc58b95bab9b	0
v2q-003	0	pilot-v2-doc-pmmy-0000-70a89ee32765	0
v2q-003	0	pilot-v2-doc-pmsby-0000-0f297846df39	0
v2q-003	0	pilot-v2-doc-pmuy-0001-5fd4d0cd2135	0
v2q-004	0	pilot-v2-doc-apy-0000-c43dd88d7899	0
v2q-004	0	pilot-v2-doc-apy-0001-add48d27a4a2	0
v2q-004	0	pilot-v2-doc-apy-0002-66a5cc4017fb	0
v2q-004	0	pilot-v2-doc-apy-0003-68e7199c9d14	0
v2q-004	0	pilot-v2-doc-mgnrega-0002-bbbce5f319d4	0
v2q-004	0	pilot-v2-doc-pm-gkay-0000-c29b96f46a80	0
v2q-004	0	pilot-v2-doc-pm-janman-0001-0deee4377b38	0
v2q-004	0	pilot-v2-doc-pm-kisan-guidelines-0000-bbe94f08550e	0
v2q-004	0	pilot-v2-doc-pm-kmy-guidelines-0020-27037b9fe8a1	0
v2q-004	0	pilot-v2-doc-pm-kmy-guidelines-0021-7ce201d9d183	0
v2q-004	0	pilot-v2-doc-pm-kmy-guidelines-0022-e87f63954812	0
v2q-004	0	pilot-v2-doc-pm-svanidhi-0000-f6024bb09ca5	0
